additional_info,amenities,description,highlight_value,hotel_star_rating,image_count,internet,landmark,latitude,longitude,occupancy,property_type,room_price,room_types,service_value
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,,,,9.0,,,26.924037899999995,80.9692688,2 Adults 2 Kids,Resort,2800per night incl. tax,AC Executive Double,Not Verified
Response Time:< 6 hours|Acceptance Rate:67 percent,Parking|AC,,,,12.0,,,26.833784100000003,80.9191895,0 Adult 1 Kid,Hotel,556per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? Hotel Inder Regency is a budget hotel that meets all your requirements without pinching your pocket. Round-the-clock check-in and check-out are available, so no issues about the train or flight timings. Valet parking, safe, laundry, and travel desk to meet all your travel queries is available. The rooms are clean, well-kept, and include a colour television.Why should you stay here? Charbagh Bus Stand is located only 1 km from the hotel. The hotel is a convenient point for regular travellers as it is easily traceable and allows easy access to any corner of the city. Chaudhary Charan Singh International Airport is at a distance of 10 km.",,,17.0,,,26.835578899999998,80.9210052,1 Adult 2 Kids,Hotel,567per night incl. tax,Standard Non AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|Pickup & Drop|AC,"What should you know? Deepak Guest House (AS) has spacious and well maintained rooms. The rooms are provided with facilities like room service, 24 hours hot and cold water, TV, doctor on call, laundry, and travel desk. The rooms are categorized into deluxe and super deluxe type and they are available at affordable rates. The guesthouse also provides complimentary breakfast and meals on request as there is no in-house restaurant. Why should you stay here? The service, amenities, and affordable rates make the stay very comfortable.",,,7.0,,,28.5512066,77.2351303,1 Adult 1 Kid,House,1650per night incl. tax,Single A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel Shimla Palace has fourteen rooms with television and hot and cold running water. Room service and air-conditioning is available, and the hotel provides vegetarian food. Parking facility is available here at the hotel, and the famous chikan cloth market of Lucknow is also closeby. Hazratganj Bagh is another popular tourist attraction which is about three kilometres from the hotel.Why should you stay here? Located 1.3 km from the Lucknow Railway Station, Hotel Shimla Palace makes for a reasonable stay option for budget travellers visiting the capital of Uttar Pradesh.",,,12.0,,,26.840034499999998,80.9254532,1 Adult 2 Kids,Hotel,1348per night incl. tax,Luxury AC Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? Situated in an upscale locality close to the main market in Hazrat Ganj, is Hardik Guest House, an affordable family-run hotel. It offers clean and spacious rooms that have the necessary modern amenities. It is around 15 km from Chaudhary Charan Singh International Airport, while the Lucknow Railway Station is around 5 km away. This budget hotel comes in handy when youre travelling for a short time. It offers amenities like parking area, internet access, and room service.Why should you stay here? Hardik Guest house is an affordable option when travelling to Lucknow,offering the advantage of being away from crowds, and yet close to everything else.",,,26.0,,,26.855644199999997,80.9504166,1 Adult 2 Kids,House,1813per night incl. tax,Day Use Room (9 am - 5pm),Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,,,,1.0,,,26.8421669,80.92971800000001,2 Adults 2 Kids,Hotel,612per night incl. tax,Double Non AC Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking,,,,34.0,,,26.873741100000004,81.01237490000001,2 Adults 2 Kids,Homestay,1667per night incl. tax,Deluxe Double,Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Pickup & Drop|Parking|AC,,,,24.0,,,26.795761100000004,80.8928375,2 Adults 2 Kids,House,1249per night incl. tax,Double Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,"What should you know? Hotel New Kumar is located very conveniently at a distance of 3.1 km from Lucknow Railway Station and 7.3 km from the airport. The hotel provides neat and clean rooms with the option of AC and non-AC and are fitted with cable TV, intercom, and attached bathroom with hot/cold water supply and free toiletries. The hotel facilities include doctor-on-call, parking facility, and travel desk. They also provides taxi services, railway and airport transport, and laundry service on charge. The nearest places of tourist interest like Gomti River, NBRI Botanical Garden, Begum Hazrat Mahal Park, and Globe Park are within the radius of approximately 7 km of the hotel.Why should you stay here? The hotel provides a comfortable stay at an affordable budget. Proximity to the railway station and airport and being surrounded by the tourist spots is an added advantage.",,,9.0,,,26.818506199999998,80.9075775,2 Adults 2 Kids,Hotel,667per night incl. tax,AC Standard Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,,,,15.0,,,26.768011100000003,80.86505129999999,1 Adult 1 Kid,House,356per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Parking|AC,"What should you know? Hotel Mangalam Palace has rooms categorised into standard double room, superior double room, and comfort double room. Each room is equipped with facilities like private bathroom, cable-connected colour TV, complimentary wifi access, laundry, and dry cleaning service. The hotel also provides parking space, ticket service, shared lounge, meeting/banquet facilities, a 24 hour front desk, garden, luggage storage facility, car hire, private check-in and check-out, and fax/photocopying. Hotel Mangalam Palace is located just 1 km away from the Chaudhary Charan Singh Airport.Why should you stay here? The hotel is strategically located close to Lucknow Airport. It is ideal for business travelers as well as vacationers as it caters to the requirements of both categories of guests.",,,63.0,,,26.758544899999997,80.86799620000001,1 Adult 1 Kid,Hotel,667per night incl. tax,Single Non-A/C Rooms,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi,"What should you know? Saubhagyam Residency provides accommodation to the guests that are categorised into studios, double rooms, twin rooms, and triple rooms. It has 18 rooms furnished with private balconies, minibars, and comfortable seating areas. The hotel also features 2 banquet halls where meetings and parties are organised. Rooms are well maintained and attached with express check-in and check-out. Guests can eat at the in-house restaurant, which serves both Indian and Chinese cuisine. There is separate dining hall, and a garden area for relaxing.Why should you stay here? The hotel is a popular choice for business trips and conferences, and it has a 24-hour reception.",,,10.0,,,26.8623276,81.02012629999999,1 Adult 2 Kids,Hotel,2568per night incl. tax,Deluxe Single,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,"What should you know? Hotel Diamond is 1.7 km away from the Lucknow Railway Station, near the Hussainganj Crossing. It is in a residential area with restaurants, hospitals, shopping malls, schools, and colleges nearby. AC as well as non-AC rooms equipped with the basic amenities are available here. There is a restaurant in the hotel and room service is provided as well along with ample parking space.Why should you stay here? Hotel Diamond offers a convenient location and fine services at a budget price.",,,2.0,,,26.8413696,80.92667390000001,2 Adults 2 Kids,Hotel,1453per night incl. tax,Luxury AC Double,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,"What should you know? Situated just 1.3 km away from Charbagh Railway Station and in in the middle of the commercial hub, Nirmal Palace Hotel is a budget accommodation. The hotel offers amenities like 24x7 front desk, laundry service, travel desk, and doctor-on-call. Rooms are well appointed with facilities like mini bar, satellite TV, and direct-dial telephone. The property can be easily reached from Charbagh Railway Station as well as from Chaudhary Charan Singh Airport which is 10 km away. Nearest attractions include Moti Mahal and Bara Imambara.Why should you stay here? Nirmal Palace Hotel is a budget accommodation and is centrally located in the heart of the city.",,,0.0,,,26.833881400000003,80.9184113,1 Adult 2 Kids,Hotel,1133per night incl. tax,Standard AC Single Room,Not Verified
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,"What should you know? The property is a popular hotel in Lucknow that is known for its world class services and pocket-friendly rates. The rooms of the hotel are well-furnished and elegantly designed. These rooms are categorised as Deluxe and Super Deluxe Rooms. Quite a few amenities are available in these rooms, such as telephone, colour television, daily newspaper, attached bath, and internet access. The hotel provides round-the-clock front desk for the benefit of the guests and offers room service as well. Free car parking space is available to guests.Why should you stay here? Hotel guests can visit numerous tourist attractions of the city, such as Dr. Ambedkar Park and Lucknow Zoo.",,,0.0,,,26.847427399999997,80.9296875,1 Adult 2 Kids,Hotel,1949per night incl. tax,Air Conditioned Deluxe Single Ro,Not Verified
